n,t
79809,0.001243450
79873,0.001220145
79937,0.001224956
80001,0.001225695
80065,0.001228260
80129,0.001235036
80193,0.001173347
80257,0.001159074
80321,0.001159893
80385,0.001268471
80449,0.001223778
80513,0.001142147
80577,0.001152717
80641,0.001256294
80705,0.001193158
80769,0.001148505
80833,0.001230565
80897,0.001192470
80961,0.001203538
81025,0.001176071
81089,0.001174315
81153,0.001164784
81217,0.001254486
81281,0.001254286
81345,0.001237028
81409,0.001159105
81473,0.001243286
81537,0.001195131
81601,0.001188773
81665,0.001228932
81729,0.001235590
81793,0.001165404
81857,0.001255205
81921,0.001262052
81985,0.001215795
82049,0.001206212
82113,0.001172283
82177,0.001263630
82241,0.001194613
82305,0.001186287
82369,0.001187385
82433,0.001268013
82497,0.001250074
82561,0.001178112
82625,0.001211971
82689,0.001247120
82753,0.001293108
82817,0.001239772
82881,0.001179519
82945,0.001258399
83009,0.001185378
83073,0.001190221
83137,0.001180358
83201,0.001273692
83265,0.001188853
83329,0.001303150
83393,0.001268322
83457,0.001184520
83521,0.001252810
83585,0.001187335
83649,0.001244871
83713,0.001289120
83777,0.001305434
83841,0.001284787
83905,0.001262413
83969,0.001196280
84033,0.001228069
84097,0.001189311
84161,0.001294351
84225,0.001278577
84289,0.001212404
84353,0.001292784
84417,0.001284009
84481,0.001208990
84545,0.001276171
84609,0.001230245
84673,0.001241218
84737,0.001218993
84801,0.001202810
84865,0.001235897
84929,0.001357559
84993,0.001215719
85057,0.001216018
85121,0.001301460
85185,0.001224954
85249,0.001219014
85313,0.001224375
85377,0.001248646
85441,0.001304475
85505,0.001229826
85569,0.001221100
85633,0.001328577
85697,0.001303497
85761,0.001371097
85825,0.001327029
85889,0.001309467
85953,0.001225672
86017,0.001247841
86081,0.001320384
86145,0.001277477
86209,0.001289909
86273,0.001235718
86337,0.001321173
86401,0.001332456
86465,0.001232553
86529,0.001285994
86593,0.001271935
86657,0.001275350
86721,0.001327314
86785,0.001336020
86849,0.001274242
86913,0.001342601
86977,0.001266753
87041,0.001342192
87105,0.001258764
87169,0.001372717
87233,0.001268930
87297,0.001256498
87361,0.001247501
87425,0.001301522
87489,0.001340414
87553,0.001389492
87617,0.001330399
87681,0.001340195
87745,0.001337608
87809,0.001337908
87873,0.001325816
87937,0.001277377
88001,0.001280163
88065,0.001346745
88129,0.001981769
88193,0.001389751
88257,0.001359812
88321,0.001322891
88385,0.001364245
88449,0.001387484
88513,0.001261713
88577,0.001289027
88641,0.001355617
88705,0.001316850
88769,0.001280788
88833,0.001414867
88897,0.002245394
88961,0.001271141
89025,0.001393166
89089,0.001357255
89153,0.001270841
89217,0.001366103
89281,0.001420818
89345,0.001361818
89409,0.001285063
89473,0.001401515
89537,0.001393426
89601,0.001301939
89665,0.001356455
89729,0.001375460
89793,0.001382042
89857,0.001281087
89921,0.001373812
89985,0.001361449
90049,0.001293561
90113,0.001319816
90177,0.001404850
90241,0.001382082
90305,0.001309450
90369,0.001307502
90433,0.001376618
90497,0.001386184
